date,leg_id,pickup,trip_type,vclass,route,human_driver_id,driver,unit,cause,flags,saved_window,stub_window,cap,real_span_raw,real_span_eff,real_turn_buffer,real_turn_reason,clock_defaults,share_partner,rest,retime_min,retime_ref,eng_fit,eng_reason,eng_nearby,eng_legs,real_legs,in_addition,planned_hours,arrive_min,arrive_quality,next_leg_id,next_booked,next_arrive_min,next_arrive_quality,tapped_date,why,why_window,why_class,why_share,why_span,why_policy,why_split,clear
2026-08-16,34707,9:47 AM,arrival,towncar,Orlando International Airpo… → Disney's Coronado Springs R…,68,AldoH,#13 towncar,HUMAN_TIGHT_TURN,HUMAN_TIGHT_TURN,flexible,,15.0,16.8,16.8,-7,Conflicts with next job at 11:50 AM.,,,n,-8,as of the night before,False,"Needs 3 more min. Previous job ends ~10:00 AM, +-10min turnaround required.",7:00 AM return L23578; 8:00 AM return L31145; 9:30 AM return L24418; 9:55 AM arrival L24440*; 11:50 AM arrival L34075,9,9,False,,13,ok,34075,11:50 AM,3,ok,True,,,,,,,,11:36
2026-08-16,34919,9:24 AM,arrival,mini_van,Orlando International Airpo… → Disney's Contemporary Resor…,61,Idrees,#14 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,5–23 max 15h,15.0,15.6,15.6,4,4min buffer,,,,-36,as of the night before,False,Conflicts with next job at 9:30 AM.,8:45 AM return L30654; 9:30 AM cruise L28276*; 12:15 PM arrival L26556*,7,10,False,,72,ok,21996,11:53 AM,29,ok,True,,,,,,,,10:48
2026-08-17,17265,11:02 AM,arrival,towncar,Orlando International Airpo… → Disney's Contemporary Resor…,38,Angel Almanzar,#16 suv,HUMAN_POLICY_TIGHT,HUMAN_POLICY_TIGHT,6:00–18:59,2–23 max 16h,15.0,12.0,12.0,1,1min buffer,,,,7,as of the night before,False,"Needs 70 more min. Previous job ends ~11:42 AM, +30min turnaround required.",9:30 AM cruise L35157; 10:27 AM arrival L27367*; 12:45 PM return L30167; 1:05 PM arrival L28123*,5,6,False,,-38,ok,35117,1:13 PM,-36,ok,True,,,,,,1 min spare; the engine's minimum for him on this turn is 5 min,,12:52
2026-08-17,25464,6:03 PM,arrival,towncar,Orlando International Airpo… → Disney's All-Star Sports Re…,38,Angel Almanzar,#16 suv,WINDOW_CLEAR_BY,WINDOW_CLEAR_BY,6:00–18:59,2–23 max 16h,15.0,12.0,12.0,43,43min buffer,,,,12,as of the night before,False,Outside driver window: clears 20:08 after clear-by 18:00,,5,6,False,,-26,ok,,,,,True,,"the pickup is inside his window; the engine's ESTIMATE has him clearing 20:08, 128 min past the 18:00 end it reads as 'done by'",,,,,,20:08
2026-08-17,27419,9:30 AM,cruise,van,Port Canaveral Terminal 3 C… → Orlando International Airpo…,32,roberto,#004 Van(14 Pax),ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,0–23 max 23h,15.0,10.1,10.1,10,10min buffer,,,,0,as of the night before,False,"Needs 70 more min. Previous job ends ~9:45 AM, +55min turnaround required.",7:30 AM cruise L26185; 9:15 AM return L31290*; 10:10 AM arrival L17052*; 12:30 PM return L30949,7,5,False,,-21,ok,33257,11:30 AM,-23,ok,True,,,,,,,,10:26
2026-08-17,27420,9:30 AM,cruise,van,Port Canaveral Terminal 3 C… → Orlando International Airpo…,33,runer,#005 van,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,3:00–19:59,3–23 max 18h,15.0,13.6,9.6,10,10min buffer,,,,0,as of the night before,False,"Needs 25 more min. Previous job ends ~9:00 AM, +55min turnaround required.",7:00 AM return L31853; 8:30 AM return L34630; 10:00 AM return L33536; 10:21 AM arrival L29146*,8,5,False,,-50,ok,24313,11:00 AM,18,ok,True,,,,,,,,10:26
2026-08-17,27421,9:30 AM,cruise,van,Port Canaveral Terminal 3 C… → Orlando International Airpo…,57,Seline,#11 Van(14 Pax),ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,3–23 max 17h,15.0,14.1,14.1,65,65min buffer,,,,0,as of the night before,False,"Needs 85 more min. Previous job ends ~10:00 AM, +55min turnaround required.",8:45 AM other L27928; 9:30 AM return L30281; 11:00 AM cruise L33171,6,8,False,,-5,ok,29202,10:44 AM,4,ok,True,,,,,,,,10:26
2026-08-17,27688,10:27 AM,arrival,towncar,Orlando International Airpo… → Disney's All-Star Movies Re…,26,neuma,#003 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,3:00–16:59,2–21 max 23h,15.0,15.1,12.2,7,7min buffer,,,,7,as of the night before,False,Conflicts with next job at 11:15 AM.,8:06 AM arrival L27314*; 9:45 AM return L34741; 11:15 AM arrival L30438; 1:08 PM arrival L32050,6,8,False,,,none,29819,12:54 PM,,none,True,,,,,,,,11:52
2026-08-17,29202,10:44 AM,arrival,van,Orlando International Airpo… → Disney's Pop Century Resort…,57,Seline,#11 Van(14 Pax),ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,3–23 max 17h,15.0,14.1,14.1,21,21min buffer,,,,-31,as of the night before,False,Conflicts with next job at 11:00 AM.,8:45 AM other L27928; 9:30 AM return L30281; 11:00 AM cruise L33171; 1:22 PM arrival L29602,6,8,False,,4,ok,30949,12:30 PM,-17,ok,True,,,,,,,,12:09
2026-08-17,29511,11:06 AM,arrival,mini_van,"Orlando International Airpo… → Disney's Yacht Club Resort,…",68,AldoH,#14 suv,HUMAN_TIGHT_TURN,HUMAN_TIGHT_TURN,1:00–15:59,,15.0,5.0,5.0,-11,Conflicts with next job at 1:05 PM.,,CarlosG,p,-30,as of the night before,False,"Needs 20 more min. Previous job ends ~10:56 AM, +30min turnaround required.",8:30 AM other L33588; 9:41 AM arrival L34646*; 11:30 AM return L30308; 12:41 PM arrival L27467,7,4,False,,-2,ok,19561,1:05 PM,38,ok,True,,,,,,,,12:56
2026-08-17,32771,11:17 AM,arrival,mini_van,Orlando International Airpo… → Disney's Art of Animation R…,54,Steven Kleisath,#009 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,0–23 max 16h,15.0,12.8,12.8,57,57min buffer,,,,-6,as of the night before,False,"Needs 11 more min. Previous job ends ~10:58 AM, +30min turnaround required.",8:25 AM return L32439; 9:43 AM arrival L28091*; 11:30 AM return L20392; 1:13 PM arrival L35117,7,6,False,,-30,ok,33595,2:29 PM,-23,ok,True,,,,,,,,12:42
2026-08-17,33129,8:35 AM,arrival,towncar,Orlando International Airpo… → Disney's Art of Animation R…,62,shelley,#13 towncar,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,1–23 max 21h,15.0,14.4,11.8,95,95min buffer,,,,5,as of the night before,False,"Needs 76 more min. Previous job ends ~9:21 AM, +30min turnaround required.",8:06 AM arrival L30926; 9:45 AM return L33557; 10:10 AM arrival L9020*,8,5,False,,,none,34509,12:50 PM,50,ok,True,,,,,,,,10:24
2026-08-18,17124,12:36 PM,arrival,van,"Orlando International Airpo… → Disney's Beach Club Resort,…",32,roberto,#004 Van(14 Pax),HUMAN_TIGHT_TURN,HUMAN_TIGHT_TURN,flexible,0–23 max 23h,15.0,11.3,9.2,-14,"Needs 14 more min. Previous job ends ~1:00 PM, +-10min turnaround required.",,,,-24,as of the night before,False,"Needs 52 more min. Previous job ends ~12:58 PM, +30min turnaround required.",11:18 AM arrival L10800; 1:20 PM return L24122; 3:15 PM return L28232,5,7,False,,22,ok,33139,4:30 PM,-81,ok,True,,,,,,,,14:26
2026-08-18,28450,10:23 AM,arrival,van,"Orlando International Airpo… → Disney's BoardWalk Villas, …",32,roberto,#004 Van(14 Pax),ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,0–23 max 23h,15.0,11.3,9.2,41,41min buffer,,,,-20,as of the night before,False,Conflicts with next job at 11:18 AM.,8:00 AM cruise L25641; 11:18 AM arrival L10800; 1:20 PM return L24122,5,7,True,,1,ok,31276,12:30 PM,-57,ok,True,,,,,,,,11:48
2026-08-18,32147,11:11 AM,arrival,mini_van,"Orlando International Airpo… → Disney - Riverside, Riversi…",68,AldoH,#16 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,1:00–15:59,,15.0,7.8,5.2,81,81min buffer,,,,159,as of the night before,False,"Needs 65 more min. Previous job ends ~11:46 AM, +30min turnaround required.",8:53 AM arrival L30102; 10:31 AM arrival L35158*; 12:00 PM return L27074,3,3,True,,-3,ok,9118,3:36 PM,19,ok,True,,,,,,,,13:01
2026-08-19,31850,11:19 PM,arrival,van,Orlando International Airpo… → Disney's Animal Kingdom Vil…,51,David Encarancion,#15 Van(14 Pax),HUMAN_TIGHT_TURN,HUMAN_TIGHT_TURN,flexible,0–23 max 24h,15.0,13.4,11.0,-8,"Needs 8 more min. Previous job ends ~10:58 PM, +30min turnaround required.",,,,-8,as of the night before,False,Outside driver window: day span 15.6h > max_hours 15.0,10:30 PM other L29205,4,5,False,,33,ok,,,,,True,,,,,,,,01:08
2026-08-20,24744,9:59 AM,arrival,mini_van,Orlando International Airpo… → Disney's Coronado Springs R…,69,Charlie,#002 mini_van,HUMAN_TIGHT_TURN,HUMAN_TIGHT_TURN,flexible,,15.0,5.2,5.2,-11,"Needs 11 more min. Previous job ends ~9:40 AM, +30min turnaround required.",a flat 45-min dwell on the previous arrival,Angel Almanzar,,-13,as of the night before,False,Outside driver window: day span 15.3h > max_hours 15.0,,3,3,False,,8,ok,35687,1:00 PM,-55,ok,True,,,,,,,,11:23
2026-08-20,25600,9:00 AM,arrival,towncar,Orlando International Airpo… → Disney's Saratoga Springs R…,71,JoseT,#13 towncar,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,,15.0,4.8,4.8,7,7min buffer,,OmarM,,6,as of the night before,False,"Needs 119 more min. Previous job ends ~10:29 AM, +30min turnaround required.",6:45 AM return L30822; 8:00 AM return L29119; 8:49 AM arrival L33529*; 11:00 AM return L33130,7,3,True,,22,ok,33130,11:00 AM,-36,ok,True,,,,,,,,10:49
2026-08-20,29647,9:29 AM,arrival,mini_van,Orlando International Airpo… → Disney's Animal Kingdom Lod…,53,sereen,#007 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,3–22 max 17h,15.0,11.9,11.9,40,40min buffer,,,,-6,as of the night before,False,"Needs 126 more min. Previous job ends ~11:05 AM, +30min turnaround required.",9:00 AM return L35847; 9:25 AM arrival L33011*,5,6,False,,4,ok,32501,12:49 PM,-2,ok,True,,,,,,,,11:18
2026-08-21,8520,10:00 AM,return,towncar,"Shades of Green Resort, 195… → Orlando International Airpo…",55,rizwan,#14 suv,SHARE_DATA_INVALID,SHARE_DATA_INVALID,flexible,4–23 max 17h,15.0,5.9,5.9,12,12min buffer,,,,0,as of the night before,False,"Needs 51 more min. Previous job ends ~10:37 AM, +14min turnaround required.",8:00 AM cruise L33337; 9:22 AM arrival L33752; 11:00 AM return L33845; 11:28 AM arrival L29757,6,4,False,,-17,ok,34864,11:02 AM,2,ok,True,,,,"3 drivers hold #14 suv that day (Angel Almanzar, rizwan, CarlosG) — one car cannot be in three places, and the bad row also idles the co-holders",,,,10:36
2026-08-21,21992,10:00 AM,cruise,van,1189 Esperanza Ridge Rd Cle… → Port Canaveral - Royal Carr…,58,ken,#12 Van(14 Pax),ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,0–23 max 20h,15.0,14.5,10.0,29,29min buffer,,,n,0,as of the night before,False,"Needs 99 more min. Previous job ends ~11:00 AM, +39min turnaround required.",8:30 AM return L32783; 10:00 AM cruise L36025; 11:30 AM return L23122; 1:00 PM return L33259,8,5,False,,7,ok,34946,3:45 PM,42,ok,True,,,,,,,,11:14
2026-08-21,25951,9:23 AM,arrival,mini_van,Orlando International Airpo… → The Cabins at Disney's Fort…,48,Michael Olmo,#001 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,2:00–17:59,2–20 max 17h,15.0,13.7,13.7,23,23min buffer,,,,4,as of the night before,False,"Needs 43 more min. Previous job ends ~9:36 AM, +30min turnaround required.",6:45 AM return L34252; 7:56 AM arrival L34643; 10:30 AM return L31814; 11:00 AM arrival L22154,6,9,False,,-3,ok,34188,11:30 AM,-54,ok,True,,,,,,,,10:47
2026-08-21,26972,10:00 AM,cruise,van,1189 Esperanza Ridge Rd Cle… → Port Canaveral - Royal Carr…,32,roberto,#004 Van(14 Pax),ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,0–23 max 23h,15.0,13.1,13.1,14,14min buffer,,,,0,as of the night before,False,"Needs 34 more min. Previous job ends ~9:55 AM, +39min turnaround required.",9:00 AM cruise L33172*; 10:13 AM arrival L35644*,7,8,False,,84,ok,34466,1:00 PM,-14,ok,True,,,,,,,,11:14
2026-08-21,30329,11:07 AM,arrival,mini_van,Orlando International Airpo… → Disney's Art of Animation R…,68,AldoH,#16 suv,HUMAN_TIGHT_TURN,HUMAN_TIGHT_TURN,flexible,,15.0,4.8,4.8,-13,"Needs 13 more min. Previous job ends ~11:30 AM, +-10min turnaround required.",,Lev Askerov,,-4,as of the night before,False,"Needs 23 more min. Previous job ends ~11:00 AM, +30min turnaround required.",9:00 AM cruise L24314; 9:45 AM arrival L13445*; 11:10 AM return L35695; 1:00 PM return L18480,8,5,False,,30,ok,27235,1:15 PM,-42,ok,True,,,,,,,,12:32
2026-08-21,31241,9:10 AM,arrival,mini_van,"Sanford Fl International Ai… → Disney - Riverside, Riversi…",33,runer,#17 suv,HUMAN_TIGHT_TURN,HUMAN_TIGHT_TURN,3:00–19:59,3–23 max 18h,15.0,15.9,12.7,-45,"Needs 45 more min. Previous job ends ~8:55 AM, +60min turnaround required.",,,,-20,as of the night before,False,"Needs 141 more min. Previous job ends ~10:31 AM, +60min turnaround required.",8:00 AM cruise L33049*; 8:51 AM arrival L24543*; 11:19 AM arrival L35984,7,7,False,,1,ok,30140,2:30 PM,-26,ok,True,,,,,,,,11:17
2026-08-21,32796,9:30 AM,return,mini_van,Disney's Polynesian Village… → Orlando International Airpo…,71,JoseT,#002 mini_van,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,,15.0,13.2,10.4,18,18min buffer,,,,0,as of the night before,False,"Needs 60 more min. Previous job ends ~10:00 AM, +30min turnaround required.",7:00 AM return L28224; 8:30 AM other L25227; 9:30 AM return L33143; 10:13 AM arrival L33550,8,6,False,,-2,ok,36108,11:15 AM,-36,ok,True,,,,,,,,10:06
2026-08-21,33118,10:05 AM,arrival,van,"Orlando International Airpo… → Disney's Beach Club Resort,…",51,David Encarancion,#15 Van(14 Pax),ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,0–23 max 24h,15.0,16.3,13.6,20,20min buffer,,,p,-6,as of the night before,False,Outside driver window: day span 15.2h > max_hours 15.0,10:22 AM arrival L34391*; 12:45 PM cruise L21778*,5,8,False,,-5,ok,33974,12:30 PM,15,ok,True,,,,,,,,11:30
2026-08-21,33895,9:00 AM,cruise,van,Port Canaveral - Royal Cari… → Disney's Animal Kingdom Lod…,56,george,#005 van,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,3–23 max 18h,15.0,10.8,8.6,8,8min buffer,,,,0,as of the night before,False,"Needs 55 more min. Previous job ends ~9:00 AM, +55min turnaround required.",6:30 AM return L33281; 8:30 AM return L29147; 9:20 AM cruise L35662*,8,6,False,,-52,ok,29908,10:30 AM,-23,ok,True,,,,,,,,10:21
2026-08-21,34101,8:30 AM,cruise,mini_van,Port Canaveral → Loews Royal Pacific Resort …,53,sereen,#007 suv,HUMAN_TIGHT_TURN,HUMAN_TIGHT_TURN,0:00–11:59,3–22 max 17h,15.0,12.6,12.6,-10,Conflicts with next job at 9:45 AM.,,,,0,as of the night before,False,Conflicts with next job at 8:40 AM.,7:00 AM return L31319; 8:40 AM return L32863; 9:30 AM arrival L29047*,3,7,False,,-5,ok,33915,9:45 AM,11,ok,True,,,,,,,,09:33
2026-08-21,34864,11:02 AM,arrival,mini_van,Orlando International Airpo… → Walt Disney World Dolphin R…,55,rizwan,#14 suv,SHARE_DATA_INVALID,SHARE_DATA_INVALID,flexible,4–23 max 17h,15.0,5.9,5.9,42,42min buffer,,,,3,as of the night before,False,"Needs 18 more min. Previous job ends ~11:30 AM, +-10min turnaround required.",9:22 AM arrival L33752; 11:00 AM return L33845; 11:28 AM arrival L29757,6,4,False,,2,ok,,,,,True,,,,"3 drivers hold #14 suv that day (Angel Almanzar, rizwan, CarlosG) — one car cannot be in three places, and the bad row also idles the co-holders",,,,12:52
2026-08-21,35033,11:07 AM,arrival,mini_van,Orlando International Airpo… → Disney's Art of Animation R…,56,george,#005 van,HUMAN_TIGHT_TURN,HUMAN_TIGHT_TURN,flexible,3–23 max 18h,15.0,10.8,8.6,-16,"Needs 16 more min. Previous job ends ~10:58 AM, +25min turnaround required.",,,,-4,as of the night before,False,"Needs 48 more min. Previous job ends ~11:00 AM, +55min turnaround required.",8:30 AM return L29147; 9:20 AM cruise L35662*; 12:30 PM return L33974; 1:55 PM arrival L35866,8,6,False,,15,ok,33259,1:00 PM,-32,ok,True,,,,,,,,12:32
2026-08-22,19020,9:00 AM,cruise,suv,Port Canaveral - Royal Cari… → Orlando International Airpo…,48,Michael Olmo,#001 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,2:00–17:59,2–20 max 17h,15.0,14.1,14.1,5,5min buffer,,CarlosG,,0,as of the night before,False,"Needs 97 more min. Previous job ends ~9:25 AM, +72min turnaround required.",6:30 AM return L31223; 8:00 AM return L32486; 9:00 AM other L35179; 9:45 AM return L34140; 10:22 AM arrival L31803,10,9,False,,,none,36211,9:55 AM,,none,False,,,,,,,,09:48
2026-08-22,21789,12:15 PM,return,towncar,Disney's Art of Animation R… → Orlando International Airpo…,56,george,#005 van,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,3–23 max 18h,15.0,14.5,14.5,15,15min buffer,,,,0,as of the night before,False,"Needs 1 more min. Previous job ends ~12:04 PM, +12min turnaround required.",9:30 AM return L32341; 10:30 AM return L28092; 10:49 AM arrival L34357*; 12:30 PM return L18909; 1:30 PM return L15181; 2:30 PM return L14428; 3:10 PM arrival L33548,10,9,False,,,none,32165,1:30 PM,,none,False,,,,,,,,12:51
2026-08-22,22578,12:25 PM,arrival,mini_van,Orlando International Airpo… → Disney's Animal Kingdom Lod…,55,rizwan,#14 suv,SHARE_PARTNER_OFF,SHARE_PARTNER_OFF,flexible,4–23 max 17h,15.0,8.2,8.2,36,36min buffer,,Steven Kleisath,,0,as of the night before,False,"Needs 27 more min. Previous job ends ~12:23 PM, +30min turnaround required.",9:30 AM return L29174; 10:43 AM arrival L21301; 1:00 PM return L33498; 1:45 PM arrival L31020,9,5,False,,,none,17041,2:45 PM,,none,False,,,,"he shares #14 suv with Steven Kleisath, who is not on the engine's roster that day — so the engine never modelled the split and gave him the whole car",,,,13:54
2026-08-22,24106,9:00 AM,cruise,mini_van,Port Canaveral - Disney Tre… → Orlando International Airpo…,59,Aftab,#10 mini_van,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,1–23 max 20h,14.0,13.3,13.3,5,5min buffer,,,,0,as of the night before,False,"Needs 65 more min. Previous job ends ~9:10 AM, +55min turnaround required.",7:30 AM return L30439; 8:40 AM return L24433; 9:35 AM arrival L30938*; 11:00 AM return L23195,10,8,False,,,none,29327,10:30 AM,,none,False,,,,,,,,09:48
2026-08-22,25587,7:04 PM,arrival,van,Orlando International Airpo… → Disney's Old Key West Resort,32,roberto,#004 Van(14 Pax),HUMAN_LONG_DAY,HUMAN_LONG_DAY,flexible,0–23 max 23h,15.0,16.3,16.3,134,134min buffer,,,,0,as of the night before,False,Outside driver window: day span 16.8h > max_hours 15.0,,9,10,False,,,none,,,,,False,,,,,his real day spans 16.3h against the engine's 15h cap (the 15h default); this trip is what takes him over,,,20:49
2026-08-22,26787,2:20 PM,arrival,towncar,Orlando International Airpo… → Disney's Polynesian Village…,71,JoseT,#16 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,,15.0,10.3,10.3,7,7min buffer,,,,0,as of the night before,False,Conflicts with next job at 3:15 PM.,12:13 PM arrival L34455; 2:00 PM return L28076; 3:15 PM return L34651; 3:55 PM arrival L35904*,9,8,False,,,none,25243,4:37 PM,,none,False,,,,,,,,16:27
2026-08-22,29869,11:30 AM,arrival,towncar,Orlando International Airpo… → Disney's Pop Century Resort…,59,Aftab,#10 mini_van,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,1–23 max 20h,14.0,13.3,13.3,17,17min buffer,,,,0,as of the night before,False,Conflicts with next job at 12:45 PM.,8:40 AM return L24433; 9:35 AM arrival L30938*; 11:00 AM return L23195; 12:45 PM return L17818,10,8,False,,,none,15181,1:30 PM,,none,False,,,,,,,,12:59
2026-08-22,30431,8:36 AM,arrival,towncar,Orlando International Airpo… → Disney's Caribbean Beach Re…,68,AldoH,#13 towncar,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,,15.0,9.5,9.5,29,29min buffer,,,,0,as of the night before,False,"Needs 13 more min. Previous job ends ~9:00 AM, +-10min turnaround required.",5:50 AM return L32984; 8:30 AM return L34658; 10:00 AM cruise L32407*; 11:30 AM return L34826,9,8,False,,,none,28092,10:30 AM,,none,False,,,,,,,,10:00
2026-08-22,31617,10:17 AM,arrival,mini_van,Orlando International Airpo… → Disney's Contemporary Resort,61,Idrees,#009 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,5–23 max 15h,15.0,12.0,12.0,27,27min buffer,,,,0,as of the night before,False,"Needs 28 more min. Previous job ends ~10:15 AM, +30min turnaround required.",8:00 AM cruise L31680; 8:59 AM arrival L33284*; 10:30 AM return L29327; 11:11 AM arrival L32463*,9,8,False,,,none,17818,12:45 PM,,none,False,,,,,,,,11:46
2026-08-22,32741,9:30 AM,cruise,van,"Disney's Animal Kingdom Vil… → Disney Cruise Line, Port Ca…",56,george,#005 van,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,3–23 max 18h,15.0,14.5,14.5,35,35min buffer,,,,0,as of the night before,False,6 passengers exceeds 13 cap (4).,8:00 AM cruise L34540; 9:30 AM return L32341; 10:30 AM return L28092; 10:49 AM arrival L34357*; 12:30 PM return L18909,10,9,False,,,none,21789,12:15 PM,,none,False,,,,,,,,10:43
2026-08-22,33990,1:04 PM,other,mini_van,"Amtrak Orlando Station, 140… → Copper Creek Villas & Cabin…",62,shelley,#17 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,1–23 max 21h,15.0,13.8,13.8,14,14min buffer,,,,0,as of the night before,False,"Needs 52 more min. Previous job ends ~1:30 PM, +26min turnaround required.",11:00 AM return L17341; 11:33 AM arrival L24093; 1:00 PM return L33622; 2:00 PM arrival L29498; 4:00 PM return L26088,9,10,False,,,none,29120,2:00 PM,,none,False,,,,,,,,13:32
2026-08-22,35214,12:38 PM,arrival,mini_van,"Orlando International Airpo… → Disney's Yacht Club Resort,…",53,sereen,#007 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,3–22 max 17h,15.0,13.8,13.8,18,18min buffer,,,,0,as of the night before,False,"Needs 87 more min. Previous job ends ~1:36 PM, +30min turnaround required.",10:25 AM return L30830; 11:56 AM arrival L15346; 1:45 PM return L32861; 2:16 PM arrival L29177,10,11,False,,,none,14428,2:30 PM,,none,False,,,,,,,,14:07
2026-08-22,35727,11:15 PM,arrival,suv,Orlando International Airpo… → Disney's Grand Floridian Re…,70,CarlosG,#001 suv,WINDOW_WRAP_BUG,WINDOW_WRAP_BUG,17:00–5:59,,15.0,4.4,4.4,68,68min buffer,,Michael Olmo,,0,as of the night before,False,outside hour window,,0,2,False,,,none,,,,,False,,"his saved window 17:00–5:59 crosses midnight (an evening shift). Every engine hour gate assumes start <= end, so the test rejects EVERY pickup of the day and he is unusable",,,,,,00:44
2026-08-22,36211,9:55 AM,arrival,suv,Orlando International Airpo… → Walt Disney World Dolphin R…,48,Michael Olmo,#001 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,2:00–17:59,2–20 max 17h,15.0,14.1,14.1,10,10min buffer,,CarlosG,,0,as of the night before,False,"Needs 10 more min. Previous job ends ~10:15 AM, +-10min turnaround required.",8:00 AM return L32486; 9:00 AM other L35179; 9:45 AM return L34140; 10:22 AM arrival L31803; 12:51 PM arrival L36253,10,9,False,,,none,33498,1:00 PM,,none,False,,,,,,,,11:44
